Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
03-Jul-15,308,308,299.75,300.95,302.7081797,499554,6430,151219082,118810,23.78,8.25,-7.05
06-Jul-15,294.9,299.6,292.3,298.75,295.6463382,663354,9184,196118181,117663,17.74,7.3,3.85
07-Jul-15,300.75,303.25,296,297.45,299.4776911,877207,8581,262703927,211277,24.09,7.25,-3.3
08-Jul-15,293.8,294,282,283.4,286.8751048,1446189,20272,414875621,563505,38.96,12,-10.4
09-Jul-15,285.2,287.25,279.6,280.55,282.860975,974983,13946,275784642,330248,33.87,7.65,-4.65
10-Jul-15,282,284.6,279,280.95,281.4063217,702436,9268,197669931,135447,19.28,5.6,-1.05
13-Jul-15,281.9,285.6,279.15,284.45,282.9054475,658957,8413,186422525,136197,20.67,6.45,2.55
14-Jul-15,285,286.9,281.05,281.7,283.2753122,561904,7309,159173531,140665,25.03,5.85,-3.3
15-Jul-15,283,284.9,279.4,280.7,281.9298044,564323,7346,159099473,139267,24.68,5.5,-2.3
16-Jul-15,285,286.75,280.6,281.5,282.7526205,932539,10996,263677846,230537,24.72,6.15,-3.5
17-Jul-15,282,286.45,280.3,284.3,283.9879889,919068,11294,261004273,188465,20.51,6.15,2.3
20-Jul-15,285.9,287.7,283.1,284,284.9819885,546039,6748,155611280,142111,26.03,4.6,-1.9
21-Jul-15,284.35,284.5,274,274.65,277.128136,1010988,11736,280173220,371483,36.74,10.5,-9.7
22-Jul-15,272,281,268.5,280.35,275.7202937,842541,11848,232305652,170238,20.21,12.5,8.35
23-Jul-15,274,274.5,269.8,270.3,271.607863,869158,10244,236070147,268087,30.84,4.7,-3.7
24-Jul-15,272.9,272.9,264.05,265.1,267.9697076,729622,9444,195516594,233264,31.97,8.85,-7.8
27-Jul-15,265,265,250.75,251.4,255.0430271,1428378,17406,364297849,528015,36.97,14.25,-13.6
28-Jul-15,251.25,252.4,246.65,249.35,249.5999305,1073791,11129,268018159,244677,22.79,5.75,-1.9
29-Jul-15,251.9,254.65,249.5,250.65,251.5541624,687885,7866,173040335,162182,23.58,5.15,-1.25
30-Jul-15,252.4,252.8,247.7,248.35,250.0284484,772451,7587,193134725,161433,20.9,5.1,-4.05
31-Jul-15,249.5,252.65,245.25,247.3,249.9683445,1095008,10619,273717337,294714,26.91,7.4,-2.2
03-Aug-15,247.3,250.7,245.45,248,248.0519375,805564,8373,199821711,207081,25.71,5.25,0.7
04-Aug-15,249,259.85,246.15,256.4,252.0378214,1994030,19027,502570977,483871,24.27,13.7,7.4
05-Aug-15,260,268.2,259,262.25,264.8417368,1334998,15447,353563189,278383,20.85,9.2,2.25
06-Aug-15,262.25,265.45,256.5,261.3,261.7388569,920212,10960,240855237,138187,15.02,8.95,-0.95
07-Aug-15,261,264.7,260.15,262.05,262.4150503,621156,7195,163000683,121083,19.49,4.55,1.05
10-Aug-15,263,264.85,260,261.15,262.4154286,666644,7247,174937671,152472,22.87,4.85,-1.85
11-Aug-15,260,260,246,246.9,251.4153847,1573019,15399,395481177,494505,31.44,14,-13.1
12-Aug-15,254,257.9,246.25,249.1,251.9660999,2926040,31086,737262887,557214,19.04,11.65,-4.9
13-Aug-15,252.5,254,232.3,233.6,239.7123708,2702271,29965,647767788,810378,29.99,21.7,-18.9
14-Aug-15,234.6,239.1,229.25,237.1,234.5198706,1798515,18317,421787505,290421,16.15,9.85,2.5
17-Aug-15,238.1,248,234.4,246.55,242.3955385,1643107,18172,398281806,277205,16.87,13.6,8.45
18-Aug-15,247.95,254.4,246.85,251.65,251.1629399,1872328,18771,470259405,357207,19.08,7.55,3.7
19-Aug-15,251,253,246.75,249.9,250.2994962,1100802,10719,275530186,271284,24.64,6.25,-1.1
20-Aug-15,248.05,248.7,240.75,241.65,243.3668042,1068341,10855,259998735,185667,17.38,7.95,-6.4
21-Aug-15,238,238.2,231.6,237.25,235.018789,1438498,13299,338074058,262839,18.27,6.6,-0.75
24-Aug-15,230,230.9,202.7,206.15,218.2504554,3304580,33119,721226090,1216710,36.82,28.2,-23.85
25-Aug-15,208,218,200.4,214.15,209.6565454,2622801,26250,549887397,536032,20.44,17.6,6.15
26-Aug-15,214,219.6,209.05,215.5,213.7138092,1581868,15728,338067036,287959,18.2,10.55,1.5
27-Aug-15,219,229.25,215.3,225.85,221.2678616,1894654,20484,419226039,395216,20.86,13.95,6.85
28-Aug-15,231.5,234.6,223.5,228.5,229.940761,1422964,16930,327197425,188015,13.21,11.1,-3
31-Aug-15,226.75,228.75,223.8,225.05,225.6480708,904645,9170,204131399,152842,16.9,4.95,-1.7
01-Sep-15,221,226.15,213.5,216.2,220.3345313,1387057,14167,305616554,254774,18.37,12.65,-4.8
02-Sep-15,218,225.9,210.6,219.65,219.0438325,1920355,19990,420641919,206484,10.75,15.3,1.65
03-Sep-15,223,232.7,221.55,229.65,228.461246,1330997,14730,304081233,267187,20.07,11.15,6.65
04-Sep-15,228.1,228.65,217.05,218.95,220.3774952,1415920,13886,312036903,384488,27.15,11.6,-9.15
07-Sep-15,220.9,223.9,215.1,215.9,218.760693,1032757,10452,225926637,240005,23.24,8.8,-5
08-Sep-15,217.2,233,217.2,228.8,225.9105705,1689465,17173,381668002,345359,20.44,15.8,11.6
09-Sep-15,236.2,241.45,232.35,239.25,238.2510952,1671661,17451,398275064,344373,20.6,9.1,3.05
10-Sep-15,237,243,231.7,240.3,236.7396967,1258801,13493,298008167,127495,10.13,11.3,3.3
11-Sep-15,243,243.8,231,233.05,236.207396,1169526,13514,276250691,204728,17.51,12.8,-9.95
14-Sep-15,234.7,242.9,234,241.3,239.6968111,1119553,12457,268353284,158593,14.17,8.9,6.6
15-Sep-15,243.9,243.9,228.2,229.05,233.4300257,1783463,17208,416313814,456568,25.6,15.7,-14.85
16-Sep-15,231.5,233.2,227.25,230.2,230.4406099,1203954,12059,277439894,165122,13.71,5.95,-1.3
18-Sep-15,233,235.3,228,228.55,231.6430256,1207826,12640,279784469,167375,13.86,7.3,-4.45
21-Sep-15,227,229.15,223.3,226.85,226.3498007,868486,11788,196581633,143932,16.57,5.85,-0.15
22-Sep-15,229,229.5,219.2,220,223.9392313,1087253,12333,243478601,249145,22.92,10.3,-9
23-Sep-15,216,223.95,214,221.1,218.2837517,1428009,14597,311711162,156927,10.99,9.95,5.1
24-Sep-15,220,220.8,214.8,215.4,217.2002701,874534,9713,189949021,266980,30.53,6,-4.6
28-Sep-15,217.25,218.45,208.65,209.45,213.2522617,1180068,12311,251652170,359743,30.48,9.8,-7.8
29-Sep-15,205.05,206.25,200,201.35,202.9387995,3335005,28974,676801911,916562,27.48,6.25,-3.7
30-Sep-15,206.45,213.5,206.05,211.9,209.3817991,1528998,17326,320144352,382542,25.02,7.45,5.45
01-Oct-15,215.95,215.95,210.4,212.15,212.3762152,1071432,10908,227546673,166028,15.5,5.55,-3.8
05-Oct-15,215,225.4,214.35,224.5,221.1500154,1669942,16750,369307699,428543,25.66,11.05,9.5
06-Oct-15,227.75,228.8,223.15,227.15,226.555364,1405498,14299,318423111,237362,16.89,5.65,-0.6
07-Oct-15,226.5,237.8,223.55,236.8,231.9935111,1794441,19281,416298668,323202,18.01,14.25,10.3
08-Oct-15,238,242.4,236.3,240.5,239.6172738,1785501,20120,427836882,289538,16.22,6.1,2.5
09-Oct-15,243,251.25,242,250.75,248.5824118,2008366,22266,499244464,403389,20.09,9.25,7.75
12-Oct-15,254.7,261.95,250,251.15,255.6981314,1678346,20752,429149936,237766,14.17,11.95,-3.55
13-Oct-15,248.7,248.7,243.55,245.2,245.3413849,838180,10182,205640242,112796,13.46,5.15,-3.5
14-Oct-15,244.25,252.9,244.2,248,249.8150801,953970,12280,238316092,103934,10.89,8.7,3.75
15-Oct-15,249.9,257.1,248.1,255.3,252.8771726,1176863,13217,297601788,171206,14.55,9,5.4
16-Oct-15,255,257,248.45,252.65,252.1316062,823274,9694,207573396,89096,10.82,8.55,-2.35
19-Oct-15,253,254.95,247.15,248.15,249.320017,697166,8526,173817439,125903,18.06,7.8,-4.85
20-Oct-15,247.7,249.1,240,240.8,244.5000625,1047785,12185,256183498,220352,21.03,9.1,-6.9
21-Oct-15,241,246.7,238.25,244.8,243.6596691,1108765,14389,270161313,137587,12.41,8.45,3.8
23-Oct-15,247,251.55,244.3,246.05,247.9784106,690571,8187,171246699,100237,14.52,7.25,-0.95
26-Oct-15,247,251.5,246.35,249.45,249.1088965,680444,7186,169504654,114140,16.77,5.15,2.45
27-Oct-15,249.45,250.5,244.3,245.95,246.113686,587821,6413,144670793,86751,14.76,6.2,-3.5
28-Oct-15,245.5,248.5,244.5,247.25,246.9920733,526325,5580,129998103,86948,16.52,4,1.75
29-Oct-15,247.5,251,244.7,247.4,248.4125063,704079,8592,174902029,86941,12.35,6.3,-0.1
30-Oct-15,248,254.75,245.4,246.75,250.4126445,1010652,11832,253080040,116965,11.57,9.35,-1.25
02-Nov-15,247.1,247.1,236.3,238.65,239.9233542,946901,9758,227183664,232861,24.59,10.8,-8.45
03-Nov-15,241,242.9,235.1,236.05,238.8675645,796025,8798,190144553,189699,23.83,7.8,-4.95
04-Nov-15,239,239.95,234.1,235.8,237.206212,925824,9624,219611204,131330,14.19,5.85,-3.2
05-Nov-15,236,236,224.55,225.6,228.7275541,1508769,15318,345097043,292662,19.4,11.45,-10.4
06-Nov-15,218.7,221.6,215.25,220.1,218.5834626,1862829,19246,407183613,300763,16.15,6.35,1.4
09-Nov-15,215,224.25,213,222.15,219.9760213,1411587,12666,310515292,230289,16.31,11.25,7.15
10-Nov-15,221.95,222.25,217.05,217.95,218.9997068,897038,8205,196451059,178189,19.86,5.2,-4
11-Nov-15,220,221.8,220,220.85,220.8976257,247816,3852,54741966,98633,39.8,1.8,0.85
13-Nov-15,218.9,223.6,216.85,222.15,221.5060204,810250,9039,179475253,115682,14.28,6.75,3.25
16-Nov-15,222.25,230.6,220.3,229.8,226.6380987,1283137,14109,290807730,219133,17.08,10.3,7.55
17-Nov-15,232,235.8,231,234.5,233.6763192,1009714,10612,235946251,165455,16.39,4.8,2.5
18-Nov-15,234.5,234.8,225.15,225.85,229.5737028,899973,9222,206610134,139677,15.52,9.65,-8.65
19-Nov-15,228,229.7,225.85,228.9,228.0988206,765448,8179,174597786,86673,11.32,3.85,0.9
20-Nov-15,229.25,232.4,228,229.7,230.4805725,683901,7491,157625894,83231,12.17,4.4,0.45
23-Nov-15,230.5,230.9,223.1,224.4,225.6038242,799549,7978,180381312,175631,21.97,7.8,-6.1
24-Nov-15,222.9,226.4,222.2,224.35,224.5081111,657004,7256,147502727,99385,15.13,4.2,1.45
26-Nov-15,224.6,229.8,224.3,227.9,227.6851683,583931,6673,132952428,111189,19.04,5.5,3.3
27-Nov-15,229,235,228.05,231.2,232.0006475,931266,9335,216054315,133640,14.35,6.95,2.2
30-Nov-15,231.8,234.3,228.9,230.05,231.4236121,526222,6199,121780196,71886,13.66,5.4,-1.75
01-Dec-15,230.5,238.65,230.35,237.65,236.4491542,958339,9749,226598446,256235,26.74,8.3,7.15
02-Dec-15,239.25,245.65,238.15,243.5,242.6485686,1426307,14497,346091352,204429,14.33,7.5,4.25
03-Dec-15,241.9,243.6,237,240.15,240.2832329,1154022,9915,277292137,150317,13.03,6.6,-1.75
04-Dec-15,238,244,237.25,240.2,241.4031602,1032649,9085,249284732,171165,16.58,6.75,2.2
07-Dec-15,244,247.3,242.5,243.55,244.2810186,697687,7916,170431691,90222,12.93,4.8,-0.45
08-Dec-15,242.9,243.15,233.8,234.75,238.1520895,757416,7197,180380203,171061,22.58,9.35,-8.15
09-Dec-15,234,235.9,225,226.85,229.8116016,906515,8015,208327664,,,10.9,-7.15
10-Dec-15,225.7,234.5,225.7,232.95,230.2671263,928471,8410,213796349,105110,11.32,8.8,7.25
11-Dec-15,235.6,243.9,235.6,240.9,240.748652,1693286,17188,407656322,323969,19.13,8.3,5.3
14-Dec-15,239.5,248.75,238.75,245.05,244.5872545,1608531,16014,393426181,165293,10.28,10,5.55
15-Dec-15,247,247.6,241.25,244.2,243.8789177,670255,6990,163461064,75830,11.31,6.35,-2.8
16-Dec-15,246.9,248.6,242.35,244.9,245.2442687,955501,9039,234331144,120405,12.6,6.25,-2
17-Dec-15,246.2,257.55,246.2,256.55,252.888502,1643464,17243,415613149,408934,24.88,11.35,10.35
18-Dec-15,257.1,257.9,254.05,255.35,255.6237853,927606,9754,237118157,123117,13.27,3.85,-1.75
21-Dec-15,255.1,261.5,254.75,258.55,259.12489,1109400,11288,287473153,154823,13.96,6.75,3.45
22-Dec-15,258.55,261.55,256.5,257.2,259.1316035,814667,7701,211105966,99138,12.17,5.05,-1.35
23-Dec-15,262,266.25,262,263.7,264.6221033,1270019,12028,336075099,391636,30.84,4.25,1.7
24-Dec-15,265,266.25,260.8,263.5,262.8458058,738705,6866,194165511,96493,13.06,5.45,-1.5
28-Dec-15,263.5,264,253,254.05,257.3934885,1341907,10953,345398124,173900,12.96,11,-9.45
29-Dec-15,257,257,253.45,255.15,255.4418985,701686,6042,179240004,73718,10.51,3.55,-1.85
30-Dec-15,257.05,261.75,255.5,258.15,258.7554142,820244,9052,212242576,91593,11.17,6.25,1.1
31-Dec-15,260,260.55,257.05,259.55,258.9721403,661421,6572,171289612,103661,15.67,3.5,-0.45
01-Jan-16,261,261,254,257.3,256.6990434,737947,5907,189430289,108025,14.64,7,-3.7
04-Jan-16,256.45,263.1,253.55,257,258.3520962,1411657,12573,364704545,133213,9.44,9.55,0.55
05-Jan-16,257.5,276.2,257.5,274.1,269.7279754,2624152,25038,707807206,443510,16.9,18.7,16.6
06-Jan-16,273.8,274.45,266.15,268.5,270.489648,955658,9391,258495596,112127,11.73,8.3,-5.3
07-Jan-16,263.9,263.9,248.3,250.1,255.3012469,1538293,18586,392728121,346908,22.55,15.6,-13.8
08-Jan-16,251.95,256.25,249.15,253.7,253.2550522,1096956,10548,277809649,106558,9.71,7.1,1.75
11-Jan-16,248,253.5,244.6,252,249.0335107,1153095,9824,287159296,69136,6,8.9,4
12-Jan-16,253.6,255.3,243.6,246.35,249.0120052,923596,9929,229986492,159503,17.27,11.7,-7.25
13-Jan-16,248.1,251.7,237.1,247,244.8048659,1390818,13479,340479014,144718,10.41,14.6,-1.1
14-Jan-16,235.6,242.5,231.7,238.7,237.2827171,1447369,13418,343435649,141818,9.8,10.8,3.1
15-Jan-16,241.3,243,228.4,229.9,235.4993385,993987,11834,234083281,159008,16,14.6,-11.4
18-Jan-16,230,244,225.3,236.25,235.1065857,1501750,14322,353071315,185223,12.33,18.7,6.25
